RestaurantID,RestaurantName,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
229,Jones-Calhoun,Face-to-face well-modulated installation,https://dummyimage.com/405x203,Resting,5.4,19.15,Smithmouth,4.5
230,Ross PLC,De-engineered reciprocal challenge,https://placekitten.com/837/844,Closed,4.76,17.54,North Aaron,3.1
231,Barnes-Davis,Devolved user-facing approach,https://placekitten.com/892/436,Closed,8.12,31.81,North Elizabethmouth,4.6
232,Cameron-Chen,Business-focused executive parallelism,https://placekitten.com/15/35,Open,2.52,19.14,Johnmouth,3.7
233,Turner-Cunningham,Fully-configurable contextually-based approach,https://placekitten.com/870/349,Resting,8.89,38.34,Port Corymouth,4.3
234,Wells-Miller,Inverse incremental analyzer,https://picsum.photos/809/802,Open,2.83,51.66,North Johnberg,4.8
235,Barnes-Keller,Multi-layered exuding circuit,https://placekitten.com/248/841,Resting,2.57,49.76,West Michael,3.1
236,Martin Rodriguez and Keith,Programmable logistical function,https://dummyimage.com/167x890,Open,3.52,27.5,Louisstad,4.7
237,Johnson Lopez and Gardner,Reduced exuding middleware,https://dummyimage.com/648x408,Open,7.92,36.46,East Mary,4.8
238,Bailey Hudson and Huang,Cross-platform 24/7 attitude,https://picsum.photos/571/507,Resting,9.03,34.56,Danieltown,3.6
239,Gill Harrison and Jackson,Pre-emptive bi-directional product,https://dummyimage.com/1002x791,Closed,3.91,55.01,South Emilybury,4.4
240,Knight Perez and Foley,Focused real-time capacity,https://placekitten.com/582/178,Open,5.56,50.36,Karenfurt,3.1
241,Estes Thomas and Thornton,Synchronized upward-trending parallelism,https://placekitten.com/120/717,Open,5.5,22.66,Markport,4.3
242,Wheeler-Johnson,Automated foreground structure,https://dummyimage.com/139x866,Open,9.09,22.84,East Adamport,3.2
243,Hill Inc,Function-based coherent Graphical User Interface,https://placekitten.com/304/164,Open,3.86,55.51,Burgessburgh,4.5
244,Smith Jordan and Bates,Total optimizing core,https://placekitten.com/600/13,Open,8.79,19.75,West Julieshire,4.5
245,Arnold LLC,Networked encompassing extranet,https://placekitten.com/629/91,Closed,2.46,31.45,West Danielberg,3.5
246,Wilcox-Thomas,Inverse bifurcated adapter,https://placekitten.com/160/705,Resting,3.75,44.07,South Scottstad,4.3
247,Baker-Johnson,Assimilated attitude-oriented adapter,https://picsum.photos/826/521,Open,2.1,48.17,Hoffmanland,4.5
248,Rodriguez Ltd,Optimized asynchronous hub,https://placekitten.com/494/315,Resting,9.31,58.77,Pennyland,4.0
249,Gray LLC,Customizable static concept,https://picsum.photos/57/34,Closed,5.7,47.05,North Bobby,4.8
250,Garcia Inc,Quality-focused coherent structure,https://picsum.photos/643/1,Resting,7.59,38.24,West Zachary,4.4
251,Carpenter-Bolton,Switchable full-range function,https://placekitten.com/688/825,Open,7.33,18.54,East Amber,3.8
252,Martinez-Collins,Organic non-volatile adapter,https://placekitten.com/469/134,Closed,9.54,32.84,Robertsfort,3.2
253,Patterson-Frank,Distributed system-worthy toolset,https://dummyimage.com/587x116,Closed,5.67,16.95,Port Cory,3.8
254,Watts Santos and Thompson,Distributed directional project,https://picsum.photos/520/626,Resting,5.06,58.22,North Brandon,3.3
255,Klein-Garner,Multi-channeled optimal support,https://placekitten.com/280/47,Closed,9.25,25.84,Christinaview,4.6
256,Johnson Flores and Smith,Persevering full-range budgetary management,https://placekitten.com/73/162,Closed,7.81,39.9,Juliefurt,4.4
257,Gonzales-Patterson,Persistent clear-thinking support,https://placekitten.com/468/315,Closed,8.74,34.61,New Ellenville,4.6
258,Austin-Russell,Stand-alone well-modulated circuit,https://picsum.photos/179/367,Closed,9.54,32.43,Mccoybury,3.9
259,Hernandez Ltd,Right-sized 24hour budgetary management,https://dummyimage.com/803x796,Resting,4.82,52.57,Martinville,4.5
260,Garza PLC,Enterprise-wide optimal system engine,https://dummyimage.com/797x597,Closed,3.71,46.2,North Todd,4.8
261,Hayes-Gonzalez,Phased executive budgetary management,https://placekitten.com/689/83,Closed,3.51,25.23,Sheilastad,3.7
262,Lewis-Fischer,Managed tertiary extranet,https://placekitten.com/150/184,Open,3.23,41.51,Gilbertmouth,4.5
263,Jones-Proctor,Operative value-added analyzer,https://picsum.photos/412/174,Resting,3.84,53.61,Julieview,3.3
264,Dunn Mendez and Ford,Enterprise-wide high-level challenge,https://dummyimage.com/622x312,Resting,7.67,35.85,North Rebeccafort,5.0
265,Hale-Davis,Face-to-face cohesive service-desk,https://placekitten.com/54/426,Closed,3.57,34.15,Lake Sandrabury,3.7
266,Gonzalez Baker and Jacobs,Optimized zero tolerance parallelism,https://dummyimage.com/583x292,Closed,5.93,57.85,Evanshaven,3.9
267,Hartman and Sons,Switchable discrete help-desk,https://picsum.photos/788/373,Open,3.19,53.53,West Amandashire,3.5
268,Smith and Sons 2,Customer-focused 24hour policy,https://placekitten.com/855/484,Resting,2.08,31.39,Sarahtown,3.4
269,Weber Robinson and Ward,Reactive asymmetric open architecture,https://placekitten.com/275/544,Open,6.69,53.98,Thomastown,3.6
270,Martinez-Cooper,Diverse bottom-line initiative,https://dummyimage.com/658x637,Closed,3.37,29.4,South Rhonda,4.3
271,Walker Morris and Williams,Profit-focused logistical process improvement,https://placekitten.com/1007/819,Resting,8.48,57.89,Port Sarahmouth,4.8
272,Williams-Johnson,Face-to-face methodical definition,https://picsum.photos/729/550,Resting,8.94,16.2,West Patricia,4.2
273,Huynh Rubio and Day,Customizable empowering system engine,https://placekitten.com/166/914,Open,2.77,43.75,Bowerschester,3.9
274,Black-Hart,Synergistic content-based conglomeration,https://dummyimage.com/558x60,Resting,5.51,54.96,Pierceside,3.6
275,Jones-Moore,Self-enabling zero administration software,https://dummyimage.com/54x491,Closed,9.67,41.87,Rodriguezhaven,3.1
276,Wilson-Myers,Distributed bottom-line frame,https://dummyimage.com/108x117,Resting,6.95,41.95,Chelseashire,4.2
277,Sloan-Jensen,Grass-roots disintermediate infrastructure,https://placekitten.com/216/578,Closed,7.55,29.3,North Brianville,3.0
278,Good Ltd,Reactive radical solution,https://picsum.photos/118/972,Open,7.33,19.52,Browntown,3.4
279,Hammond Bailey and Cantrell,Seamless contextually-based migration,https://dummyimage.com/688x189,Open,6.25,49.53,Chaveztown,4.6
280,Wood-Johnson,Organic discrete installation,https://dummyimage.com/105x218,Resting,9.18,19.79,South Jennifertown,4.9
281,Chung-Hughes,Horizontal zero-defect analyzer,https://dummyimage.com/839x489,Open,9.1,56.2,East Victoriashire,3.7
282,Andrews Hicks and Bradley,Front-line background groupware,https://placekitten.com/267/808,Resting,8.18,43.31,Alanland,4.3
283,Gordon Harper and Anderson,Function-based well-modulated data-warehouse,https://picsum.photos/494/435,Open,6.67,46.43,Port Matthewmouth,3.1
284,Jones Inc,Phased client-driven approach,https://dummyimage.com/129x1000,Open,3.06,38.13,South Christieshire,4.2
285,Barajas-Brown,Persistent contextually-based intranet,https://placekitten.com/77/225,Open,6.06,53.91,East Taylor,4.6
286,Keith Harris and Briggs,De-engineered 5thgeneration Internet solution,https://placekitten.com/620/519,Open,9.78,28.96,Shannonfort,3.2
287,Peterson Inc,Configurable human-resource installation,https://placekitten.com/319/230,Closed,7.31,44.32,Lake Wayne,4.5
288,Sanchez-Schmidt,Streamlined 3rdgeneration definition,https://picsum.photos/738/965,Resting,7.59,26.3,New Andrea,4.1
289,Gibbs PLC,Focused contextually-based focus group,https://picsum.photos/559/130,Closed,8.95,24.15,East Nathanberg,3.2
290,Garrett-George,Inverse well-modulated encryption,https://placekitten.com/651/966,Closed,8.73,19.85,Jasontown,3.1
291,Holland Ltd,Synchronized foreground parallelism,https://picsum.photos/852/788,Closed,8.0,50.55,Youngberg,4.3
292,Martin Jackson and Meyer,Business-focused intermediate collaboration,https://placekitten.com/962/301,Open,7.12,16.8,Farmerhaven,3.8
293,Sawyer-Allen,Function-based neutral emulation,https://dummyimage.com/741x849,Closed,8.83,42.88,West George,5.0
294,Jenkins-Smith,Decentralized zero administration core,https://picsum.photos/1003/530,Resting,9.67,34.46,West Russellstad,4.2
295,Phillips Garcia and Zimmerman,Fundamental bifurcated circuit,https://dummyimage.com/948x462,Open,9.44,38.39,East Anthony,3.6
296,Clark LLC 3,Balanced intangible focus group,https://dummyimage.com/455x761,Resting,8.38,15.85,Stevensport,4.6
297,Young Vasquez and Miller,Distributed background Internet solution,https://placekitten.com/996/459,Resting,5.98,56.2,Morenoport,4.4
298,Travis-Sims,Mandatory fresh-thinking middleware,https://picsum.photos/334/135,Closed,6.95,35.63,Gilberthaven,4.1
299,Cameron-Martin,Centralized solution-oriented database,https://placekitten.com/212/495,Open,6.09,30.33,East Gina,3.5
300,Wilson Ltd,Organized background encoding,https://placekitten.com/951/331,Open,3.64,20.18,Wardberg,4.6
301,Kelly-Decker,Mandatory dynamic encryption,https://dummyimage.com/108x256,Closed,7.05,40.03,Andrewton,4.4
302,Santos-Hernandez,Down-sized dedicated solution,https://dummyimage.com/958x794,Open,2.11,20.58,North Matthew,3.8
303,Jones PLC,Cloned explicit frame,https://dummyimage.com/43x544,Closed,4.77,36.5,Jacksonberg,4.6
304,Lewis and Sons,Networked web-enabled capacity,https://placekitten.com/818/687,Open,6.48,28.53,Rachelton,4.7
305,Walton Krause and Harvey,Virtual zero-defect parallelism,https://dummyimage.com/363x606,Resting,8.2,44.72,Bruceport,3.9
306,Wagner Inc,User-centric contextually-based task-force,https://placekitten.com/1016/358,Open,6.92,45.8,Whiteview,4.8
307,Bennett Inc,Expanded fresh-thinking methodology,https://picsum.photos/474/49,Open,6.07,23.32,North Michael,3.8
308,Gonzalez Hill and Morales,Distributed next generation infrastructure,https://dummyimage.com/301x884,Resting,7.09,19.34,South Richardchester,3.9
309,Ballard Hernandez and Arellano,Upgradable value-added hierarchy,https://placekitten.com/195/29,Closed,2.55,30.15,Chelseastad,4.7
310,Tucker-Quinn,Proactive systematic hierarchy,https://placekitten.com/839/794,Closed,9.61,42.28,New Ericaport,3.4
311,Henry LLC,Progressive attitude-oriented Graphic Interface,https://placekitten.com/663/796,Resting,6.4,31.6,Brewerville,4.3
312,Crosby Hodge and Hawkins,Robust transitional core,https://picsum.photos/890/409,Resting,6.59,17.67,West Juanburgh,3.2
313,Morgan PLC,Digitized content-based ability,https://placekitten.com/980/130,Resting,7.06,35.78,Johnsonmouth,4.8
314,Larson-West,Intuitive multimedia initiative,https://dummyimage.com/481x709,Resting,6.46,48.7,Andrechester,3.2
315,Myers-Shaw,Innovative secondary hardware,https://placekitten.com/23/259,Open,5.2,45.4,Richardshire,4.9
316,York Inc,User-friendly zero-defect flexibility,https://dummyimage.com/959x661,Resting,3.16,33.62,Austinton,4.9
317,West-Watkins,Team-oriented static artificial intelligence,https://placekitten.com/587/70,Open,4.65,19.7,Langfurt,4.6
318,Wood Group,Balanced maximized leverage,https://picsum.photos/947/909,Resting,3.51,58.97,New Jonathan,3.3
319,Miller Harris and Cruz,Virtual well-modulated access,https://placekitten.com/555/783,Resting,9.7,45.21,Lake Stephanie,4.9
320,Gardner Ltd,Business-focused mobile utilization,https://picsum.photos/164/251,Open,4.02,16.43,East Danielle,4.8
321,Velasquez and Sons,Enterprise-wide web-enabled encoding,https://picsum.photos/1002/747,Closed,4.13,28.54,Petershaven,3.1
322,Estrada Inc,Function-based modular orchestration,https://picsum.photos/586/1002,Resting,5.58,44.33,Nelsonside,3.2
323,Gregory-Hudson,Multi-layered incremental flexibility,https://dummyimage.com/393x297,Open,2.18,47.09,Alvaradofort,3.3
324,Arroyo Lam and Young,Optional grid-enabled benchmark,https://picsum.photos/109/229,Open,6.79,48.36,New Shanestad,4.2
325,Johnston PLC,Multi-channeled mobile capacity,https://placekitten.com/417/882,Open,6.45,45.88,Wareton,4.9
326,Cook Martin and Mcfarland,Grass-roots interactive alliance,https://picsum.photos/53/347,Closed,8.27,37.88,Jasmineview,3.2
327,Gonzales and Sons,Polarized 5thgeneration hub,https://picsum.photos/126/96,Resting,6.31,57.95,New Matthewmouth,4.3
328,Mitchell Russell and Simmons,Object-based zero-defect product,https://placekitten.com/420/735,Closed,6.73,37.4,New Jacob,3.8
329,Bowman-Thompson,Triple-buffered next generation product,https://placekitten.com/407/854,Resting,6.39,53.83,Lake Joelborough,4.6
330,Quinn-Miller,Vision-oriented transitional frame,https://dummyimage.com/346x414,Closed,2.9,23.28,South Brendashire,4.1
331,Edwards LLC,Fundamental interactive emulation,https://dummyimage.com/863x611,Closed,9.78,53.31,Vegastad,3.9
332,George Hill and Miller,Seamless hybrid projection,https://dummyimage.com/907x956,Resting,2.06,41.53,South Penny,3.4
333,Allen-Knight,Balanced clear-thinking complexity,https://picsum.photos/441/533,Open,8.07,38.97,Rebeccastad,4.5
334,Graves-Peterson,Phased dynamic archive,https://picsum.photos/141/362,Closed,2.93,56.31,Port Jared,5.0
335,Scott Evans and Hoover,Triple-buffered multi-state framework,https://dummyimage.com/253x12,Open,5.11,56.76,West Kevinberg,3.3
336,Daniels Inc,Cloned scalable infrastructure,https://dummyimage.com/277x746,Closed,7.14,53.73,East James,4.1
337,Hughes-Harris,Re-engineered leadingedge task-force,https://picsum.photos/660/675,Open,3.21,22.4,New Todd,4.9
338,Keller Vang and Scott,Open-architected zero tolerance structure,https://picsum.photos/848/561,Open,3.19,17.63,Lake Alexandra,4.3
339,Carlson-Olsen,Triple-buffered non-volatile frame,https://dummyimage.com/786x367,Closed,5.68,32.29,Port Donald,3.6
340,Rich Bowers and Hernandez,Total modular collaboration,https://picsum.photos/126/707,Resting,8.09,40.36,Jenniferhaven,4.1
341,Jones Martinez and Davis,Adaptive encompassing projection,https://dummyimage.com/119x248,Closed,2.77,37.72,Collinsstad,3.7
342,Kelley Group,Mandatory client-driven adapter,https://dummyimage.com/673x64,Open,5.02,19.54,Kruegerstad,3.6
343,Hart Harris and Fields,Customizable uniform process improvement,https://dummyimage.com/345x413,Resting,2.25,45.92,Rosston,4.1
344,Garcia-Simmons,Automated intangible paradigm,https://picsum.photos/837/891,Closed,9.36,19.8,Mendozaville,4.9
345,Mcfarland Alvarez and Buchanan,Front-line background process improvement,https://picsum.photos/345/734,Resting,9.3,45.95,West Rickyview,4.1
346,Hester Phillips and Sweeney,Realigned 5thgeneration migration,https://placekitten.com/560/883,Open,6.13,22.24,North John,3.5
347,Kelly Bowers and Rodriguez,Function-based scalable toolset,https://picsum.photos/626/529,Closed,3.16,46.38,New Tracey,3.4
348,Carter Inc,Digitized fault-tolerant project,https://picsum.photos/165/549,Resting,2.07,18.31,Myersview,4.3
349,Johnson-Campbell,Streamlined regional portal,https://dummyimage.com/453x182,Resting,5.31,40.47,Huangside,3.0
350,Hill Ltd,Public-key 4thgeneration hierarchy,https://picsum.photos/36/352,Closed,8.05,33.83,Aaronport,3.3
351,Williams and Sons,Vision-oriented explicit workforce,https://placekitten.com/908/216,Open,5.39,44.32,West Monicaburgh,3.3
352,Roberts Ltd,Integrated high-level software,https://placekitten.com/193/200,Closed,4.39,50.96,South Peterfurt,4.2
353,Mccullough-Bruce,Vision-oriented mobile utilization,https://picsum.photos/1011/55,Resting,4.35,38.85,West Hannah,4.4
354,Riley Fitzpatrick and Kane,Balanced intangible matrices,https://picsum.photos/442/965,Open,7.87,30.28,Jennifertown,4.8
355,Dickerson Miller and Harvey,Diverse systemic open architecture,https://dummyimage.com/140x95,Closed,3.43,28.97,Port Mollyberg,4.6
356,Bass Hall and Davis,Managed didactic methodology,https://picsum.photos/94/577,Closed,8.3,58.54,Petersonville,3.6
357,Holland Mccormick and Foster,Down-sized empowering system engine,https://picsum.photos/316/339,Resting,9.07,24.53,Anthonyshire,4.0
358,Williams Ltd,Expanded secondary installation,https://picsum.photos/778/357,Closed,7.42,49.72,Veronicachester,3.5
359,Brown Schroeder and Kim,Advanced zero-defect framework,https://dummyimage.com/267x287,Closed,2.79,44.24,New Heather,4.6
360,Castillo Jones and Perez,De-engineered dedicated architecture,https://dummyimage.com/952x918,Resting,2.81,45.78,South Diana,4.2
361,Jones Ltd,Horizontal analyzing database,https://placekitten.com/416/988,Closed,9.03,33.98,Danielside,4.2
362,Bailey-Hendricks,Profit-focused 3rdgeneration hardware,https://placekitten.com/517/761,Open,8.32,22.65,Thompsonbury,3.8
363,Becker Ltd,Grass-roots demand-driven neural-net,https://placekitten.com/304/508,Closed,4.3,18.91,Medinashire,4.0
364,Miller-Hicks,Self-enabling holistic contingency,https://dummyimage.com/572x328,Resting,6.66,25.46,Port Lisa,3.5
365,Torres Group,Function-based holistic strategy,https://picsum.photos/536/1009,Closed,9.95,40.17,North Melindabury,3.9
366,Compton-Reyes,Persevering modular array,https://placekitten.com/607/13,Open,4.37,50.18,Lake Natalieberg,3.2
367,Coleman and Sons,User-friendly grid-enabled flexibility,https://dummyimage.com/1024x574,Closed,8.05,23.57,Johnmouth,4.8
368,Odom Werner and King,Synergistic asymmetric application,https://picsum.photos/208/577,Resting,2.58,42.89,Turnerport,4.9
369,Phillips Inc,Horizontal attitude-oriented groupware,https://dummyimage.com/239x302,Open,7.25,22.21,Farmerburgh,3.5
370,Owens-Sanchez,Realigned hybrid access,https://placekitten.com/283/859,Resting,2.04,29.45,South Lori,3.2
371,Jones Group,Persevering 24hour extranet,https://picsum.photos/240/557,Closed,6.82,53.02,South Lauramouth,4.6
372,Wilson-King,Future-proofed 24hour application,https://picsum.photos/739/711,Resting,4.27,39.87,West Josephside,3.8
373,Jones-Lester,Phased scalable protocol,https://placekitten.com/459/897,Closed,8.43,20.35,Lake Jessica,3.5
374,Thompson Martinez and Lopez,Seamless local challenge,https://dummyimage.com/209x659,Closed,2.79,53.9,Allenfort,4.0
